icdcode,description1,description2
5299,Diseases of the tongue and other oral conditions,Other and unspecified
5300,Diseases of oesophagus,Functional disorders of oesophagus
5309,Diseases of oesophagus,Other
5310,Ulcer of stomach,With perforation
5319,Ulcer of stomach,Without mention of perforation
5320,Ulcer of duodenum,With perforation
5329,Ulcer of duodenum,Without mention of perforation
5330,"Peptic ulcer, site unspecified",With perforation
5339,"Peptic ulcer, site unspecified",Without mention of perforation
5340,Gastrojejunal ulcer,With perforation
5349,Gastrojejunal ulcer,Without mention of perforation
5350,Gastritis and duodenitis,Gastritis and duodenitis
5360,Disorders of function of stomach,Disorders of gastric secretion
5361,Disorders of function of stomach,Disorders of gastric motility
5369,Disorders of function of stomach,Other
5370,Other diseases of stomach and duodenum,Other diseases of stomach and duodenum
5400,Acute appendicitis,With peritonitis
5409,Acute appendicitis,Without mention of peritonitis
5410,"Appendicitis,unqualified","Appendicitis,unqualified"
5420,Other appendicitis,Other appendicitis
5430,Other diseases of appendix,Other diseases of appendix
5500,Inguinal hernia without mention of obstruction,Inguinal hernia without mention of obstruction
5510,Other hernia of abdominal cavity without mention of obstruction,Femoral
5511,Other hernia of abdominal cavity without mention of obstruction,Umbilical
5512,Other hernia of abdominal cavity without mention of obstruction,Ventral (incisional)
5513,Other hernia of abdominal cavity without mention of obstruction,Diaphragmatic
5518,Other hernia of abdominal cavity without mention of obstruction,Of other specified sites
5519,Other hernia of abdominal cavity without mention of obstruction,Of unspecified site
5520,Inguinal hernia with obstruction,Inguinal hernia with obstruction
5530,Other hernia of abdominal cavity with obstruction,Femoral
5531,Other hernia of abdominal cavity with obstruction,Umbilical
5532,Other hernia of abdominal cavity with obstruction,Ventral (incisional)
5533,Other hernia of abdominal cavity with obstruction,Diaphragmatic
5538,Other hernia of abdominal cavity with obstruction,Of other specified sites
5539,Other hernia of abdominal cavity with obstruction,Of unspecified site
5600,Intestinal obstruction without mention of hernia,Intussusception
5601,Intestinal obstruction without mention of hernia,Paralytic ileus
5602,Intestinal obstruction without mention of hernia,Volvulus
5603,Intestinal obstruction without mention of hernia,Impaction of intestine
5609,Intestinal obstruction without mention of hernia,Other and unspecified
5610,"Gastro-enteritis and colitis, except ulcerative, of non-infectious origin","Gastro-enteritis and colitis, except ulcerative, of non-infectious origin"
5621,Diverticula of intestine,Colon
5630,Chronic enteritis and ulcerative colitis,Regional enteritis
5631,Chronic enteritis and ulcerative colitis,Ulcerative colitis
5639,Chronic enteritis and ulcerative colitis,Other
5640,Functional disorders of intestines,Constipation
5641,Functional disorders of intestines,Irritable colon
5649,Functional disorders of intestines,Other
5650,Anal fissure and fistula,Anal fissure
5651,Anal fissure and fistula,Anal fistula
5660,Abscess of anal and rectal regions,Abscess of anal and rectal regions
5670,Peritonitis,Peritonitis
5680,Peritoneal adhesions,Peritoneal adhesions
5690,Other diseases of intestines and peritoneum,Other diseases of intestines and peritoneum
5700,Acute and subacute necrosis of liver,Acute and subacute necrosis of liver
5710,Cirrhosis of liver,Alcoholic
5719,Cirrhosis of liver,Other
5720,Suppurative hepatitis and liver abscess,Suppurative hepatitis and liver abscess
5730,Other diseases of liver,Other diseases of liver
5740,Cholelithiasis,Cholelithiasis
5750,"Cholecystitis and cholangitis, without mention of calculus","Cholecystitis and cholangitis, without mention of calculus"
5760,Other diseases of gall bladder and biliary ducts,Other diseases of gall bladder and biliary ducts
5770,Diseases of pancreas,Acute pancreatitis
5771,Diseases of pancreas,Chronic pancreatitis
5779,Diseases of pancreas,Other diseases of pancreas
5800,Acute nephritis,Acute nephritis
5810,Nephrotic syndrome,Nephrotic syndrome
5820,Chronic nephritis,Chronic nephritis
5830,"Nephritis, unqualified","Nephritis, unqualified"
5840,"Renal sclerosis, unqualified","Renal sclerosis, unqualified"
5900,Infections of kidney,Chronic pyelonephritis
5901,Infections of kidney,"Other pyelonephritis, pyelitis and pyelocystitis"
5902,Infections of kidney,Abscess of kidney and perirenal tissue
5909,Infections of kidney,Other
5910,Hydronephrosis,Hydronephrosis
5920,Calculus of kidney and ureter,Calculus of kidney and ureter
5930,Other diseases of kidney and ureter,Renal dwarfism
5931,Other diseases of kidney and ureter,Acute tubular nephrosis
5932,Other diseases of kidney and ureter,Other renal disease
5933,Other diseases of kidney and ureter,"Ureteric obstruction, not elsewhere classified"
5934,Other diseases of kidney and ureter,Hydroureter
5935,Other diseases of kidney and ureter,Other disorders of the ureter
5940,Calculus of other parts of urinary system,Calculus of other parts of urinary system
5950,Cystitis,Cystitis
5960,Other diseases of bladder,Other diseases of bladder
5970,Urethritis (non-venereal),Urethritis (non-venereal)
5980,Stricture of urethra,Stricture of urethra
5990,Other diseases of urinary tract,Other diseases of urinary tract
6000,Hyperplasia of prostate,Hyperplasia of prostate
6010,Prostatitis,Prostatitis
6020,Other diseases of prostate,Other diseases of prostate
6030,Hydrocele,Hydrocele
6040,Orchitis and epididymitis,Orchitis and epididymitis
6050,Redundant prepuce and phimosis,Redundant prepuce and phimosis
6060,"Sterility, male","Sterility, male"
6070,Other diseases of male genital organs,Leukoplakia of penis
6071,Other diseases of male genital organs,Erythroplasia of penis
6072,Other diseases of male genital organs,Chronic ulceration of the penis
6073,Other diseases of male genital organs,Balanitis
6074,Other diseases of male genital organs,Seminal vesiculitis
6075,Other diseases of male genital organs,Other inflammatory diseases
6076,Other diseases of male genital organs,Spermatocele
6077,Other diseases of male genital organs,Torsion of testis
6078,Other diseases of male genital organs,Atrophy of testis
6079,Other diseases of male genital organs,Other
6100,Chronic cystic disease of breast,Chronic cystic disease of breast
6110,Other diseases of breast,Acute mastitis not associated with lactation
6111,Other diseases of breast,Hypertrophy of the breast
6112,Other diseases of breast,Fissure of nipple
6119,Other diseases of breast,Other
6120,Acute salpingitis and oophoritis,Acute salpingitis and oophoritis
6130,Chronic salpingitis and oophoritis,Chronic salpingitis and oophoritis
6140,"Salpingitis and oophoritis, unqualified","Salpingitis and oophoritis, unqualified"
6150,Other diseases of ovary and fallopian tube,Prolapse of ovary
6151,Other diseases of ovary and fallopian tube,Hydrosalpinx
6152,Other diseases of ovary and fallopian tube,"Ovarian cyst, retention"
6159,Other diseases of ovary and fallopian tube,Other
6160,Diseases of parametrium and pelvic peritoneum (female),Pelvic inflammatory disease
6161,Diseases of parametrium and pelvic peritoneum (female),"Pelvic peritoneal adhesions, female"
6162,Diseases of parametrium and pelvic peritoneum (female),"Pelvic congestion, female"
6169,Diseases of parametrium and pelvic peritoneum (female),Other
6200,Infective diseases of cervix uteri,Chronic cervicitis
6209,Infective diseases of cervix uteri,Other cervicitis
6210,Other diseases of cervix,Leukoplakia of cervix
6211,Other diseases of cervix,Erythroplasia of cervix
6212,Other diseases of cervix,Hyperplastic endometritis of cervix
6213,Other diseases of cervix,Chronic erosion and ulceration of cervix
6214,Other diseases of cervix,Old laceration of cervix
6215,Other diseases of cervix,Stricture of cervix
6216,Other diseases of cervix,Atrophy of cervix
6219,Other diseases of cervix,Other
6220,"Infective diseases of uterus (except cervix), vagina and vulva","Infective disease of uterus, except cervix"
6221,"Infective diseases of uterus (except cervix), vagina and vulva",Vaginitis and vulvitis
6230,Uterovaginal prolapse,Cystocele
6231,Uterovaginal prolapse,Rectocele
6232,Uterovaginal prolapse,Urethrocele
6233,Uterovaginal prolapse,Vaginal eneterocele
6239,Uterovaginal prolapse,Other
6240,Malposition of uterus,Retroversion and retroflexion
6241,Malposition of uterus,Other
6249,Malposition of uterus,Unspecified
6250,Other diseases of uterus,Atrophy of uterus
6251,Other diseases of uterus,Sub-involution of uterus
6252,Other diseases of uterus,Hyperplasia of endometrium
6253,Other diseases of uterus,Endometriosis
6259,Other diseases of uterus,Other
6260,Disorders of menstruation,Absent
6261,Disorders of menstruation,Scanty
6262,Disorders of menstruation,Excessive
6263,Disorders of menstruation,Painful
6264,Disorders of menstruation,Frequent
6265,Disorders of menstruation,Irregular menstrual cycle
6266,Disorders of menstruation,Intermenstrual bleeding
6267,Disorders of menstruation,Postmenopausal bleeding
6269,Disorders of menstruation,Other
6270,Menopausal symptoms,Menopausal symptoms
6280,"Sterility, female","Sterility, female"
6290,Other diseases of female genital organs,Leukoplakia of vagina
6291,Other diseases of female genital organs,Erythroplasia of vagina and vulva
6292,Other diseases of female genital organs,Kraurosis of vulva
6293,Other diseases of female genital organs,Leukorrhoea
6294,Other diseases of female genital organs,Unspecified infection
6295,Other diseases of female genital organs,Vaginal bleeding
6296,Other diseases of female genital organs,Old laceration
6297,Other diseases of female genital organs,Stricture or atresia of vagina or hymen
6298,Other diseases of female genital organs,Rectovaginal fistula
6299,Other diseases of female genital organs,Other
6300,Infections of genital tract during pregnancy,Infections of genital tract during pregnancy
6310,Ectopic pregnancy,"Abdominal pregnancy, with sepsis"
6311,Ectopic pregnancy,"Tubal pregnancy, with sepsis"
6312,Ectopic pregnancy,"Ovarian pregnancy, with sepsis"
6313,Ectopic pregnancy,"Other or unspecified ectopic pregnancy, with sepsis"
6314,Ectopic pregnancy,"Abdominal pregnancy, without mention of sepsis"
6315,Ectopic pregnancy,"Tubal pregnancy, without mention of sepsis"
6316,Ectopic pregnancy,"Ovarian pregnancy, without mention of sepsis"
6319,Ectopic pregnancy,"Other or unspecified ectopic pregnancy, without mention of sepsis"
6320,Haemorrhage of pregnancy,Placenta praevia
6321,Haemorrhage of pregnancy,Premature separation of placenta
6322,Haemorrhage of pregnancy,Haemhorrhage from marginal sinus
6323,Haemorrhage of pregnancy,Threatened abortion
6324,Haemorrhage of pregnancy,Due to afibrogenaemia
6329,Haemorrhage of pregnancy,Other and unspecified
6330,Anaemia of pregnancy,Macrocytotic
6331,Anaemia of pregnancy,Iron deficiency
6339,Anaemia of pregnancy,Other and unspecified
6340,Other complications of pregnancy,Malposition of foetus in uterus
6341,Other complications of pregnancy,Rupture of pregnant uterus
6342,Other complications of pregnancy,Hydatidiform mole
6343,Other complications of pregnancy,"Placental abnormalities, not elsewhere classified"
6344,Other complications of pregnancy,Hydramnios
6345,Other complications of pregnancy,Air embolism of pregnancy
6346,Other complications of pregnancy,"Molar pregnancy, undelivered"
6349,Other complications of pregnancy,Other
