date_period,measure,cdid,value,unit,pre_unit
2004,PS: Total managed expenditure: £m CPNSA,EBFT,522425.0,m,£
2004,PS: exc PS Banks Interest & dividends (net) from public sector: £m CPNSA,JW2M,0.0,m,£
2004,PS: exc PS Banks: Capital grants (net) within public sector: £m CPNSA,K9UM,0.0,m,£
2004,PS: exc PS Banks: Capital grants from private sector: £m CPNSA,JW2Y,1079.0,m,£
2004,PS: exc PS Banks: Capital grants to private sector: £m CPNSA,JW2X,9864.0,m,£
2004,PS: exc PS Banks: Current expenditure: Other current grants (D75): £m CPNSA,NNAI,22535.0,m,£
2004,PS: exc PS Banks: Current receipts: Rent and other current transfers: £m CPNSA,JW2N,1980.0,m,£
2004,PS: exc PS Banks: Current receipts: Taxes on income and wealth: £m CPNSA,JW2J,162699.0,m,£
2004,PS: exc PS Banks: Depreciation: Consumption of fixed capital: £m CPNSA,JW2S,28880.0,m,£
2004,PS: exc PS Banks: Gross Operating Surplus: £m CPNSA,JW2K,29857.0,m,£
2004,PS: exc PS Banks: Gross fixed capital formation: £m CPNSA,JW2U,44747.0,m,£
2004,PS: exc PS Banks: Increase in inventories and valuables: £m CPNSA,JW2W,115.0,m,£
2004,PS: exc PS Banks: Interest & Divs from Private Sector and RoW: £m CPNSA,JW2L,11809.0,m,£
2004,"PS: exc PS Banks: Saving, gross plus capital taxes: £m CPNSA",JW2R,5073.0,m,£
2004,PS: exc PS Banks: Total current expenditure: £m CPNSA,JW2Q,468778.0,m,£
2004,PS: exc PS Banks: Total current receipts: £m CPNSA,JW2O,473851.0,m,£
2004,PS: exc PS Banks: Total managed expenditure: £m CPNSA,KX5Q,522425.0,,
2004,PS: net acquisition of company securities: £m CPNSA,ANSV,6260.0,m,£
2004,PS:exc PS Banks: Adjustment for the Change in Pension Entitlements (D.8): (£m) CP NSA,CWO3,10733.0,,
2004,PS:exc PS Banks: Current exp: Interest & divs paid to private sector and RoW: £m,JW2P,34961.0,m,£
2004,Pub Sec: AF.62: Level: Asset: Life insurance and annuity entitlements: £m CP NSA,CWVM,1.0,,
2004,Pub Sect: Assets: Equity assets (AF.5) :NSA:£m,CPNA,141513.0,,
2004,Pub Sect: Assets: Non-life insurance technical reserve assets (AF.61) :NSA:£m,CPNB,867.0,,
2004,Pub Sect: Assets: Other accounts receivable (AF.8) :NSA:£m,CPNC,65771.0,,
2004,Pub Sect: Assets: Other assets not included as liquid assets in PSND ex :NSA:£m,CPND,15231.0,,
2004,Pub Sect: Assets:Loan assets (AF.4) :NSA:£m,CPMZ,29666.0,,
2004,Pub Sect: Liabilities: Financial derivative liabilities (AF.7) :NSA:£m,CPMX,3.0,,
2004,Pub Sect: Liabilities: Monetary Gold & Special Drawing Right liabilities:NSA:£m,CPMU,1538.0,,
2004,Pub Sect: Liabilities: Other accounts payable (AF.8): NSA:£m,CPMY,42064.0,,
2004,Pub Sect: Liabilities: Pensions: (AF.6M) :NSA:£m,CPMV,205247.0,,
2004,Pub Sect: Liabilities:Provisions for standardised guarantees (AF.66) :NSA:£m,CPMW,0.0,,
2004,Pub sector pensions: Net Financial Liabilities: NSA:£m,CWVN,4219.0,,
2004,Public Corporations (S.11001): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,CPCM,-3397.0,m,£
2004,Public Corporations: Net Worth: (B.90): £m: CP: NSA,JDUY,66439.0,,
2004,Public Sector (excl public sector banks and BoE): Deposits and other short term assets: Liquid assets: £m CP NSA,JMEM,59497.0,,
2004,Public Sector Net Debt excluding PS banks (PSND excl PS Banks): £m CPNSA,KSE6,463797.0,m,£
2004,Public Sector Net Financial Liabilities (PSNFL ex) :NSA:£m,CPNF,460437.0,,
2004,Public Sector Net Financial Liability excluding Public Sector Banks (PSNFL excl PSB): £bn CPNSA,JSK7,460.4,,
2004,Public Sector Net Worth: IMF GFSM: £m: CP: NSA,JEJU,-522097.0,,
2004,Public Sector Pensions: AF.2: Level: Liability: Currency and Deposits: £m CP NSA,CWQG,0.0,,
2004,Public Sector Pensions: AF.3: Level: Liability: Debt Securities: Face value: £m CP NSA,JLL6,0.0,,
2004,Public Sector Pensions: AF.4: Level: Liability: Loans: £m CP NSA,CWQK,0.0,,
2004,Public Sector Pensions: Consolidated Gross Debt: cross holdings of CG debt,CWP4,-5772.0,m,£
2004,Public Sector Pensions: Gross Debt Held by All Other Sectors (including CG),CWP3,0.0,m,£
2004,Public Sector Pensions: Level: Liability: Debt securities and loans: £m CP NSA,JMC4,0.0,,
2004,Public Sector Pensions: Net Borrowing (B.9n): (£m) CP NSA,CWNY,-3511.0,m,£
2004,Public Sector Pensions: Net Worth: (B.90): £m: CP: NSA,JCHY,4.0,,
2004,Public Sector Pensions: Net cash requirement (Own account): £m CPNSA,CWP2,0.0,m,£
2004,Public Sector Pensions: deposits and other short term assets: Other liquid assets: £m CP NSA,CWP5,3862.0,m,£
2004,Public Sector ex PS Banks: Current expenditure on goods and services (D.1 + P.2): £m CPNSA,FV4W,255733.0,,
2004,Public Sector gross debt (excl public sector banks): £m: CP: NSA,JMEQ,524725.0,,
2004,Public Sector gross debt: Debt securities (excl gilts) and loans: £m: CP: NSA,JMEP,118243.0,,
2004,Public Sector: AF.63: Level: Asset: Pension entitlements: £m CP NSA,JKF5,0.0,,
2004,Public Sector: AF.63: Level: Liability: Pension entitlements: £m CP NSA,JKF7,205247.0,,
2004,Public Sector: AF.64: Level: Asset: Claims of pension funds on pension managers: £m CP NSA,JKF6,0.0,,
2004,Public Sector: AF.64: Level: Liability: Claims of pension funds on pension managers: £m CP NSA,JKF8,0.0,,
2004,Public Sector: AF.65: Level: Asset: Entitlements to non-pension benefits: £m CP NSA,JLS4,0.0,,
2004,Public Sector: AF.65: Level: Liability: Entitlements to non-pension benefits: £m CP NSA,JLS5,0.0,,
2004,Public Sector: Asset: Cultivated Biological Resources: (AN.115): £m: CP: NSA,JM76,0.0,,
2004,Public Sector: Asset: Currency: (AF.21): £m: CP: NSA,J688,640.0,,
2004,Public Sector: Asset: Direct Investment: (AF.421): £m: CP: NSA,J6FT,319.0,,
2004,Public Sector: Asset: Dwellings: (AN.111): £m: CP: NSA,J67P,32544.0,,
2004,Public Sector: Asset: Equity: (AF.51): £m: CP: NSA,J6GN,81263.0,,
2004,Public Sector: Asset: Finance Leases: (AF.423): £m: CP: NSA,J6FY,0.0,,
2004,Public Sector: Asset: Fixed Assets: (AN.11): £m: CP: NSA,J67O,410111.0,,
2004,Public Sector: Asset: Intellectual Property Products: (AN.117): £m: CP: NSA,J67S,18400.0,,
2004,Public Sector: Asset: Inventories: (AN.12): £m: CP: NSA,J67T,2486.0,,
2004,Public Sector: Asset: Investment Fund Shares and Units: (AF.52): £m: CP: NSA,J8CN,60250.0,,
2004,Public Sector: Asset: Land: (AN.211): £m: CP: NSA,J67Y,244921.0,,
2004,Public Sector: Asset: Listed Shares: (AF.511): £m: CP: NSA,J6HH,23254.0,,
2004,Public Sector: Asset: Loans Secured on Dwellings: (AF.422 ): £m: CP: NSA,J6FU,1088.0,,
2004,Public Sector: Asset: Long-Term Debt Securities: (AF.32): £m: CP: NSA,J6BY,22411.0,,
2004,Public Sector: Asset: Long-Term Debt Securities; Bonds Issued by the Rest of the World: (AF.32N9): £m: CP: NSA,J6C2,17126.0,,
2004,Public Sector: Asset: Long-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.32N5-6): £m: CP: NSA,J6BZ,5285.0,,
2004,Public Sector: Asset: Long-Term Loans: (AF.42): £m: CP: NSA,J6FS,29666.0,,
2004,"Public Sector: Asset: Machinery, Equipment and Weapons Systems: (AN.113+114): £m: CP: NSA",J67R,82238.0,,
2004,Public Sector: Asset: Monetary Gold: (AF.11): £m: CP: NSA,J682,2290.0,,
2004,Public Sector: Asset: Non-Financial Assets: (AN): £m: CP: NSA,JI5V,657518.0,,
2004,Public Sector: Asset: Non-Produced Non-Financial Assets: (AN.2): £m: CP: NSA,J67W,244921.0,,
2004,"Public Sector: Asset: Other Accounts Receivable, Excluding Trade Credits and Advances: (AF.89): £m: CP: NSA",J8K8,53930.0,,
2004,Public Sector: Asset: Other Buildings and Structures: (AN.112): £m: CP: NSA,J67Q,276929.0,,
2004,Public Sector: Asset: Other Deposits: (AF.29): £m: CP: NSA,J68C,808.0,,
2004,Public Sector: Asset: Other Long-Term Loans: (AF.424): £m: CP: NSA,J6GF,28259.0,,
2004,Public Sector: Asset: Other Long-Term Loans;of Which Student Loans: (AF.424): £m: CP: NSA,J6GI,14361.0,,
2004,Public Sector: Asset: Produced Non-Financial Assets: (AN.1): £m: CP: NSA,J67N,412597.0,,
2004,Public Sector: Asset: Short-Term Debt Securities: (AF.31): £m: CP: NSA,J6BF,11271.0,,
2004,Public Sector: Asset: Short-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.31N5-6): £m: CP: NSA,J6BR,11009.0,,
2004,Public Sector: Asset: Short-Term Debt Securities; MMIs Issued by Rest of the World: (AF.31N9 ): £m: CP: NSA,J6BS,262.0,,
2004,Public Sector: Asset: Short-Term Loans: (AF.41): £m: CP: NSA,J6C6,0.0,,
2004,Public Sector: Asset: Special Drawing Rights: (AF.12): £m: CP: NSA,J687,171.0,,
2004,Public Sector: Asset: Total Assets £m: CP: NSA,J67M,971496.0,,
2004,Public Sector: Asset: Trade Credits and Advances: (AF.81): £m: CP: NSA,J8EW,11841.0,,
2004,Public Sector: Asset: Transferrable Deposits: (AF.22): £m: CP: NSA,J68B,38420.0,,
2004,Public Sector: Asset: Unlisted Shares and Other Equity: (AF.512 + AF.519): £m: CP: NSA,J6KA,58009.0,,
2004,Public Sector: Asset: Valuables: (AN.13): £m: CP: NSA,JCXN,0.0,,
2004,Public Sector: Assets: Currency & Deposits (AF.2): NSA: £m,CPNU,39868.0,,
2004,Public Sector: Assets: Debt securities (AF.3): NSA: £m,CPNV,33682.0,,
2004,Public Sector: Assets: Financial derivatives & employee stock ops (AF.7):NSA: £m,CPNY,149.0,,
2004,Public Sector: Assets: Monetary Gold & Special Drawing Rights (AF.1): NSA: £m,CPNT,2461.0,,
2004,Public Sector: Assets: Pensions (AF.6M): NSA: £m,CPNW,0.0,,
2004,Public Sector: Assets: Provisions standardised guarantees (AF.66): NSA: £m,CPNX,0.0,,
2004,Public Sector: Borrowing ex PS banks ex BoE: NSA: £m,CPNZ,-48622.0,m,£
2004,Public Sector: Current Expenditure: Subsidies: £million: CPNSA,JSJ5,6212.0,,
2004,Public Sector: Illiquid instruments outside the boundary of PSND ex: £m CP NSA,JFX7,11871.0,,
2004,Public Sector: Liabilities: Currency & Deposits (AF.2) :NSA: £m,CPNH,80374.0,,
2004,Public Sector: Liabilities: Debt securities (AF.3): NSA: £m,CPNI,375452.0,,
2004,Public Sector: Liabilities: Equity (AF.5):NSA: £m,CPNO,248.0,,
2004,Public Sector: Liabilities: Loans (AF.4): NSA: £m,CPNN,68900.0,,
2004,Public Sector: Liabilities: Non-life insurance tech reserves (AF.61) :NSA: £m,CPNP,589.0,,
2004,Public Sector: Liability: Currency: (AF.21): £m: CP: NSA,J8KC,3546.0,,
2004,Public Sector: Liability: Direct Investment: (AF.421 ): £m: CP: NSA,J8ND,0.0,,
2004,Public Sector: Liability: Equity: (AF.51): £m: CP: NSA,J8NL,248.0,,
2004,Public Sector: Liability: Finance Leases: (AF.423 ): £m: CP: NSA,J8NH,25629.0,,
2004,Public Sector: Liability: Investment Fund Shares and Units: (AF.52): £m: CP: NSA,J8NR,0.0,,
2004,Public Sector: Liability: Life Insurance and Annuity Entitlements: (AF.62): £m: CP: NSA,J8Q7,0.0,,
2004,Public Sector: Liability: Listed Shares: (AF.511): £m: CP: NSA,J8NN,0.0,,
2004,Public Sector: Liability: Loans Secured on Dwellings: (AF.422 ): £m: CP: NSA,J8NF,0.0,,
2004,Public Sector: Liability: Long-Term Debt Securities: (AF.32): £m: CP: NSA,J8MT,346777.0,,
2004,Public Sector: Liability: Long-Term Debt Securities; British Government Securities: (AF.32N11): £m: CP: NSA,J8MX,325205.0,,
2004,Public Sector: Liability: Long-Term Debt Securities; Issued by UK Central Government: (AF.32N1): £m: CP: NSA,J8MV,341449.0,,
2004,Public Sector: Liability: Long-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.32N5-6): £m: CP: NSA,J8N5,4712.0,,
2004,Public Sector: Liability: Long-Term Debt Securities; Issued by UK local government: (AF.32N2): £m: CP: NSA,J8K9,616.0,,
2004,Public Sector: Liability: Long-Term Debt Securities; Other UK Central Government Sterling Bonds: (AF.32N12): £m: CP: NSA,J8MZ,16244.0,,
2004,Public Sector: Liability: Long-Term Loans: (AF.42): £m: CP: NSA,J8NB,38758.0,,
2004,Public Sector: Liability: Monetary gold: (AF.11): £m: CP: NSA,JDBP,0.0,,
2004,"Public Sector: Liability: Other Accounts Payable, Excluding Trade Credits and Advances: (AF.89): £m: CP: NSA",J8RM,21513.0,,
2004,Public Sector: Liability: Other Deposits: (AF.29): £m: CP: NSA,J8MJ,76828.0,,
2004,Public Sector: Liability: Other Long-Term Loans: (AF.424): £m: CP: NSA,J8NJ,13129.0,,
2004,Public Sector: Liability: Short Term Loans by UK MFIs: (AF.41N1 ): £m: CP: NSA,J8N9,30140.0,,
2004,Public Sector: Liability: Short term loans by RoW: (AF.41N9): £m: CP: NSA,JDCE,2.0,,
2004,Public Sector: Liability: Short-Term Debt Securities: (AF.31): £m: CP: NSA,J8ML,28675.0,,
2004,Public Sector: Liability: Short-Term Debt Securities; Issued by UK Central Government: (AF.31N1 ): £m: CP: NSA,J8MN,28675.0,,
2004,Public Sector: Liability: Short-Term Debt Securities; Issued by UK Local Government: (AF.31N2 ): £m: CP: NSA,J8MP,0.0,,
2004,Public Sector: Liability: Short-Term Debt Securities; Issued by UK MFIs and Other UK Residents: (AF.31N5-6): £m: CP: NSA,J8MR,0.0,,
2004,Public Sector: Liability: Short-Term Loans: (AF.41): £m: CP: NSA,J8N7,30142.0,,
2004,Public Sector: Liability: Special Drawing Rights: (AF.12): £m: CP: NSA,J8KB,1538.0,,
2004,Public Sector: Liability: Sterling Treasury Bills: (AF.31N11): £m: CP: NSA,JDBQ,326108.0,,
2004,Public Sector: Liability: Trade Credits and Advances: (AF.81): £m: CP: NSA,J8RL,20551.0,,
2004,Public Sector: Liability: Transferrable Deposits: (AF.22): £m: CP: NSA,J8MH,0.0,,
2004,Public Sector: Liability: Unlisted Shares and Other Equity: (AF.512 + AF.519): £m: CP: NSA,J8NP,248.0,,
2004,Public Sector: Net Financial Worth: (BF.90): £m: CP: NSA,J8RR,-460437.0,,
2004,Public Sector: Net Worth: (B.90): £m: CP: NSA,J8RQ,197081.0,,
2004,Public Sector: Net Worth: Opening: (B.90): £m: CP: NSA,JI63,197754.0,,
2004,Public Sector: Net capital formation plus acquisitions less disposals of non-produced assets (P.5LN): £m: CP: NSA,JEJV,15982.0,,
2004,Public Sector: Net capital transfers (payable) (D.9n): £m: CP: NSA,JEJW,8785.0,,
2004,Public Sector: PSND (ex PS banks ex BoE) as a % GDP: NSA,CPOA,34.1,%,
2004,Public Sector: PSND (ex PS banks ex BoE): £ billion: CPNSA,CPPH,465.2,m,£
2004,Public Sector: PSND (ex PS banks ex BoE): £m: CPNSA,CPOF,465228.0,m,£
2004,Public Sector: PSNFL (net financial liabilities) as a % GDP: NSA,CPOE,33.7,,
2004,Public Sector: Statistical discrepancy: £m: CP: NSA,JEPL,-10059.0,,
2004,Public Sector: Total Assets: NSA: £m,CPNR,313978.0,,
2004,Public Sector: Total changes in Net Worth £m: CP: NSA,JF4C,11561.0,,
2004,Public Sector:Liabilities: Total Liabilities:NSA: £m,CPNG,774415.0,,
2004,Public corporations (S.11001): Changes in inventories (P.52): Current price: £million: Not seasonally adjusted,DHHL,1.0,m,£
2004,Public corporations (S.11001): Currency and deposits (AF.2): Level: Liability: Current price: £million: Not seasonally adjusted,NKGV,0.0,,
2004,Public corporations (S.11001): Debt securities (AF.3): Level: Liability: Current price: £million: Not seasonally adjusted,NKHE,4712.0,,
2004,"Public corporations (S.11001): Disposable income, gross (B.6g): Current price: £million: Not seasonally adjusted",NRKD,7224.0,,
2004,Public corporations (S.11001): Loans (AF.4): Level: Liability: Current price: £million: Not seasonally adjusted,NKIG,9471.0,,
2004,"Public corporations (S.11001): Operating Surplus, gross (B.2g): Current price: £million: Not seasonally adjusted",NRJT,8156.0,,
2004,Public corporations (S.11001): Taxes on income (D.51): Uses: Current price: £million: Not seasonally adjusted,FCCS,124.0,,
2004,Public corporations borrowing other than direct from central govt #m,ABEJ,-999.0,,
2004,Public corporations: Capital transfers to the private sector: Total,MIYZ,153.0,,
2004,Public sector (ex): Debt service ratio: %,FSK9,6.7,,
2004,Public sector (excluding public sector banks): Level: Iliquid financial assets: £m CP NSA,JMEU,253049.0,,
2004,Public sector (excluding public sector banks): Level: Liabilities outside the boundary of PSND: £m CP NSA,JMET,249689.0,,
2004,Public sector (excluding public sector banks): Level: Liquid assets: £m CP NSA,JMES,60928.0,,
2004,Public sector Net current grants abroad (PSAT2),C627,2666.0,,
2004,"Public sector current budget deficit, excluding public sector banks (£ million)",DZLT,23807.0,million,£
2004,Public sector finances: Central Government: Depreciation: £m: CPNSA,NSRN,15445.0,m,£
2004,Public sector gross debt (excl public sector banks and BoE): British government securities: £m CP NSA,JMD5,326108.0,,
2004,Public sector gross debt (excl public sector banks and BoE): Currency and deposits: £m CP NSA,JMD4,80374.0,,
2004,Public sector gross debt (excl public sector banks and BoE): Debt securities (excl gilts) and loans: £m CP NSA,JMEL,118243.0,,
2004,Public sector gross debt (excl public sector banks and BoE): Debt securities (excl gilts): £m CP NSA,JMD6,49343.0,,
2004,Public sector gross debt (excl public sector banks and BoE): Loans: £m CP NSA,JMEK,68900.0,,
2004,"Public sector net borrowing, excluding public sector banks (£ million)",DZLS,48574.0,million,£
2004,"Public sector net investment, excluding public sector banks (£ million)",DZLW,24767.0,million,£
2004,Public sector pensions: Level: AF.31: PSP/PS cross holdings (face value): £m CP NSA,JL4K,170.0,,
2004,Public sector pensions: Level: AF.32N11: PSP/PS cross holdings (face value): £m CP NSA,JL9R,5602.0,,
2004,Public sector pensions: Level: AF.4: PSP/PS cross holdings: loans: £m CP NSA,JMD2,0.0,,
2004,Public sector pensions: Level: PSP/PS cross holdings: debt securities (excl gilts) and loans: £m CP NSA,JMD3,170.0,,
2004,Public sector: Current budget deficit ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV3,1.8,,
2004,Public sector: Current budget deficit inc PS banks as % GDP (monthly & quarterly): CPNSA,JNV6,1.8,,
2004,Public sector: Level: Cross-holdings between general government and public corporations (incl BoE & PS pensions): £m CP NSA,JMB8,488.0,,
2004,Public sector: Public sector borrowing ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV5,3.7,,
2004,Public sector: Public sector borrowing inc PS banks as % GDP (monthly & quarterly): CPNSA,JNVA,3.7,,
2004,Public sector: Public sector net investment ex PS banks as % GDP (monthly & quarterly): CPNSA,JNV4,1.9,,
2004,Public sector: Public sector net investment inc PS banks as % GDP (monthly & quarterly): CPNSA,JNV8,1.9,,
2004,"Public sector: changes in net worth due to other changes in vol, of w/ changes in assumptions for funded pension schem : £m CP NSA",JLS8,2395.0,,
2004,Public sector: changes in net worth due to other economic flows: B.102+B.103: £m CP NSA,JLS6,44153.0,,
2004,Public sector: changes in net worth due to saving and capital transfers: £m CP NSA,JI66,-32592.0,,
2004,Public sector: ex BoE exc PS Banks: Total managed expenditure: £m CPNSA,KAU3,522426.0,,
2004,S.1311: K.7 Nominal holding gains and losses: FL: F.66: Covid-19 Loan Guarantee Schemes: £m,J42X,0.0,,
2004,Television Licence Tax (excl licence fees paid by DWP for over-75s 2000/01),DH7A,2490.0,m,£
2004,Total PS liquid assets,KSD8,59497.0,,
2004,Unfunded public sector pension liabilities: Pension entitlements (AF.63): £m: CP: NSA,JEJR,687120.0,,
2005,"""Public Sector: Asset: Insurance, Pension and Standardised Guarantee Schemes: (AF.6 ): £m: CP: NSA""",J8DR,942.0,,
2005,"""Public Sector: Liability: Insurance, Pension and Standardised Guarantee Schemes: (AF.6 ): £m: CP: NSA""",J8NT,217784.0,,
2005,APF: Corporate Bond purchases: Level of purchases £m,CWPL,0.0,,
2005,APF: Corporate Bond purchases: Market value: Level of purchases at market price: £m,CWPN,0.0,,
2005,Assets associated with Public-Private Partnerships: £m: CP: NSA,JE4R,18461.0,,
2005,Bank of England (inc. APF): Net Worth: (B.90): £m: CP: NSA,JFXV,2028.0,,
2005,Bank of England (incl APF): Gross debt: £m CP NSA,JMC3,0.0,,
2005,Bank of England: Level: Liquid assets: £m CP NSA,JMER,2028.0,,
2005,BoE Expenditure: BoE Total Managed Expenditure (NAcons PSAT2): NSA CP,A7QL,-22.0,,
2005,BoE: AF.2: Level: Liability: Currency and deposits: £m CP NSA,JKG5,0.0,,
2005,BoE: APF gilt holdings: impact on net debt: £m: CPNSA,KI2L,0.0,,
2005,BoE: Accounts receivable/payable: £m CPNSA,JXJ4,-7.0,m,£
2005,BoE: Adjustment for interest on gilts: £m CPNSA,MU77,0.0,m,£
2005,BoE: Asset Purchase Facility gilt holdings (at nominal value): £m CPNSA,MEX2,0.0,m,£
2005,BoE: Asset Purchase Facility: Central bank loan to APF: BoE code RPWZ4TM: £m CPNSA,JQ2I,0.0,,
2005,BoE: Asset Purchase Facility: Interest payable: £m CPNSA,MDD7,0.0,m,£
2005,BoE: Asset Purchase Facility: Interest receivable: £m CPNSA,MDD6,0.0,m,£
2005,BoE: Asset Purchase Facility: Net interest receivable: £m CPNSA,MDD8,0.0,m,£
2005,BoE: Asset Purchase Facility: Total Asset purchases: BoE code YWWB9R9: £m CPNSA,FZIQ,0.0,m,£
2005,BoE: Asset Purchase Facility: Total cash held within the APF: £m CPNSA,FZJ4,0.0,m,£
2005,BoE: Asset Purchase Facility: Total cash transfers to HMT: £m CPNSA,MT6A,0.0,m,£
2005,BoE: Asset Purchase Facility: Total gilt purchases: £m CPNSA,FZIU,0.0,m,£
2005,BoE: Assets: Level: L-t debt securities issued by UK central government: F.32N1A: Face value: £m: CP NSA,FZEU,0.0,m,£
2005,BoE: Banking & Issue department: AF.4: Level: Asset: APF Loan: £m CP NSA,FZKV,0.0,,
2005,BoE: Banking & Issue department: Liabilities not recognised in PSND: £m CPNSA,FZIY,0.0,m,£
2005,BoE: Banking & Issue department: Liquid assets: £m CPNSA,JKF4,,m,£
2005,BoE: Banking & Issue department: Total Liabilities: £m CPNSA,FZIW,0.0,m,£
2005,BoE: Capital grants (net) within public sector: £m CPNSA,FV4U,0.0,,
2005,BoE: Capital grants from private sector and RoW: £m CPNSA,FV4V,0.0,,
2005,BoE: Cross holdings with CG: AF.32N11: British government securities: face value: £m CP NSA,JK7N,0.0,,
2005,BoE: Cross holdings with CG: AF.424: Other long-term loans: £m CP NSA,JK7O,,m,£
2005,BoE: Current Expenditure: Subsidies: £million: CPNSA,JSI9,0.0,,
2005,BoE: Current Receipts: Taxes on income and wealth: £m CPNSA,JW27,23.0,m,£
2005,BoE: Current budget deficit (B.6n): £m CPNSA,JW2D,33.0,m,£
2005,BoE: Current exp: Interest & dividends paid to private sector and RoW: £m CPNSA,MU74,0.0,m,£
2005,BoE: Current expenditure on goods and services (D.1 + P.2): £m CPNSA,FV4T,0.0,,
2005,BoE: Depreciation: Consumption of fixed capital: £m CPNSA,JW2C,11.0,m,£
2005,BoE: Gross Operating Surplus: £m CPNSA,JW28,110.0,m,£
2005,BoE: Gross fixed capital formation: £m CPNSA,JW2E,-22.0,m,£
2005,BoE: Interest & dividends (net) from public sector: £m CPNSA,MU73,0.0,m,£
2005,BoE: Interest & divs from private sector and rest of world (D41/42): £m CPNSA,JW29,43.0,m,£
2005,BoE: Level: AF.4: BoE/GG cross holdings: £m CP NSA,JL37,0.0,,
2005,BoE: Level: Liability: Other debt liabilities: £m CP NSA,JMEN,0.0,,
2005,BoE: Net Borrowing (inc APF & SLS): £m CPNSA,JW2H,66.0,m,£
2005,BoE: Net Cash Requirement: £m CPNSA,JW2I,-73.0,m,£
2005,BoE: Net Financial Liabilities: NSA:£m,CPPL,-2028.0,,
2005,BoE: Net Lending to Private Sector & RoW: £m CPNSA,FV5O,0.0,,
2005,BoE: Net acquisition of company securities: £m CPNSA,MU76,0.0,m,£
2005,BoE: Other financial transactions: £m CPNSA,MU78,0.0,m,£
2005,"BoE: Saving, gross plus capital taxes: £m CPNSA",JW2B,44.0,m,£
2005,BoE: Term Funding Scheme (TFS) Small & Medium-sized Enterprises Loan Liability: £m CPNSA,FSVQ,0.0,m,£
2005,BoE: Term Funding Scheme Loan Liability: £m CPNSA,CORN,0.0,m,£
2005,BoE: Total current expenditure: £m CPNSA,MU75,0.0,m,£
2005,BoE: Total current receipts: £m CPNSA,JW2A,44.0,m,£
2005,BoE: Total net investment: £m CPNSA,JW2G,33.0,m,£
2005,CG Cash receipts: HM Revenue and Customs,MIZX,372567.0,m,£
2005,CG: AS: F424N1 K.7 Nominal holding gains/losses: Student Loan Stock Revaluations,CT9G,1.0,,
2005,CG: Accounts receivable/payable (F7): £m CPNSA,ANRT,7851.0,,
2005,CG: Adjustment for interest on gilts (F.3): £m CPNSA,ANRU,-3128.0,,
2005,CG: British government stock (gilts): £m CPNSA,BKPM,372523.0,m,£
2005,CG: Capital grants (net) within public sector (D92&D99): £m CPNSA,ANND,-286.0,m,£
2005,CG: Capital transfers from CG: £m CPNSA,MS6X,13639.0,m,£
2005,CG: Capital transfers from LG: £m CPNSA,NMGL,1320.0,m,£
2005,CG: Capital transfers from PC: £m CPNSA,MM9G,800.0,m,£
2005,CG: Capital transfers from private sector (D92&D99): £m CPNSA,ANNN,379.0,m,£
2005,CG: Capital transfers to Asset Purchase Facility (APF): £m CPNSA,MF7A,0.0,m,£
2005,CG: Capital transfers to LG: £m CPNSA,MF78,8909.0,m,£
2005,CG: Capital transfers to PC: £m CPNSA,MF79,-6503.0,m,£
2005,CG: Capital transfers to central government: £m CPNSA,MFO7,2499.0,m,£
2005,CG: Capital transfers to private sector (D92&D99): £m CPNSA,ANNI,11233.0,m,£
2005,CG: Capital uplift on index linked gilts excluding uplift paid at redemption: £m CPNSA,JNYY,2805.0,,
2005,"CG: Changes in net debt (exc NRAM and B&B, Network Rail): £m CPNSA",MW4W,39510.0,,
2005,CG: Corporation Tax (gross of tax credits): £m: NSA,N445,38282.0,m,£
2005,CG: Covid Corp Finance Facility: Commercial Paper: £m: NSA,FSX6,0.0,,
2005,CG: Current Budget Deficit: £m CPNSA,ANLV,-13405.0,m,£
2005,CG: Current Receipts: Taxes receivable: £m CPNSA,MF6P,355987.0,m,£
2005,CG: Current expenditure (exc debt interest payments): £m CPNSA,KSS6,434866.0,,
2005,CG: Current expenditure: Current transfers paid abroad (D74): £m CPNSA,NMDZ,3215.0,m,£
2005,CG: Current expenditure: Current transfers received from abroad (D74): £m CPNSA,NMDL,13.0,£,m
2005,CG: Current expenditure: Goods and services: Staff costs (D1): £m CPNSA,NMBG,78109.0,,
2005,CG: Current expenditure: Market output and output for own final use: £m: NSA,MUT5,12746.0,m,£
2005,CG: Current expenditure: Net Interest payable: £m CPNSA,NMFX,27721.0,m,£
2005,CG: Current expenditure: Net current grants aborad (D74): £m CPNSA,GZSI,3202.0,m,£
2005,CG: Current expenditure: Net social benefits payable: £m CPNSA,GZSJ,130527.0,m,£
2005,CG: Current expenditure: Other current grants: £m CPNSA,NMFC,24147.0,m,£
2005,CG: Current expenditure: Other payable: £m: CPNSA,LIQS,304339.0,m,£
2005,CG: Current expenditure: Subsidies: £m CPNSA,NMCD,4527.0,m,£
2005,CG: Current expenditure: UK contributions to EU (D.76u) VAT & GNI: £m CPNSA,M9LH,7076.0,m,£
