date_period,measure,cdid,value,unit,source_dataset,pre_unit,category,population,value_per_capita
1865,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1865,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1865,Income tax1,LIBR-MS62,6.0,5,PublicFinances1800-2023,,Tax Receipts,,
1865,"Index, base year = 100",MM23,9.0,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1865,Land and Assessed Taxes,,3.0,5,PublicFinances1800-2023,,Tax Receipts,,
1865,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1865,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1865,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1865,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1053.0,393,PublicFinances1800-2023,,Economic Indicators,,
1865,Nominal GDP (£m)3,Nominal GDP (£m)3,1037.0,355,PublicFinances1800-2023,,Economic Indicators,,
1865,Other Central Government Receipts6,Residual,6.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1865,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1865,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1865,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1865,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1865,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1865,Public sector gross investment4,JW2Z + JW2S,7.0,-,PublicFinances1800-2023,,PublicFinances - Other,,
1865,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",0.0,21,PublicFinances1800-2023,,Fiscal Position,,
1865,Public sector net debt (PSND)2,Public sector net debt (PSND)2,805.0,508,PublicFinances1800-2023,,Fiscal Position,,
1865,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1865,Stamp duties,GTBC,10.0,3,PublicFinances1800-2023,,Tax Receipts,,
1865,Total Central Government spending1,ANLP + ANNS + NSRN,67.0,50,PublicFinances1800-2023,,Government Spending,,
1865,Unit,Source dataset ID,1865.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1865,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1865,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1865,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1865,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1866,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1866,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,43.0,18,PublicFinances1800-2023,,Tax Receipts,,
1866,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Debt Interest9,NMFX,26.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1866,Defence5,,26.0,32,PublicFinances1800-2023,,Government Spending,,
1866,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1866,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1866,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1866,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1866,Income tax1,LIBR-MS62,6.0,5,PublicFinances1800-2023,,Tax Receipts,,
1866,"Index, base year = 100",MM23,9.5,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1866,Land and Assessed Taxes,,4.0,5,PublicFinances1800-2023,,Tax Receipts,,
1866,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1866,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1056.0,393,PublicFinances1800-2023,,Economic Indicators,,
1866,Nominal GDP (£m)3,Nominal GDP (£m)3,1059.0,355,PublicFinances1800-2023,,Economic Indicators,,
1866,Other Central Government Receipts6,Residual,6.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1866,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1866,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Public sector gross investment4,JW2Z + JW2S,7.0,-,PublicFinances1800-2023,,PublicFinances - Other,,
1866,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",0.0,21,PublicFinances1800-2023,,Fiscal Position,,
1866,Public sector net debt (PSND)2,Public sector net debt (PSND)2,801.0,508,PublicFinances1800-2023,,Fiscal Position,,
1866,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1866,Stamp duties,GTBC,9.0,3,PublicFinances1800-2023,,Tax Receipts,,
1866,Total Central Government spending1,ANLP + ANNS + NSRN,67.0,50,PublicFinances1800-2023,,Government Spending,,
1866,Unit,Source dataset ID,1866.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1866,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1866,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1866,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1866,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1867,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1867,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,43.0,18,PublicFinances1800-2023,,Tax Receipts,,
1867,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1867,Defence5,,27.0,32,PublicFinances1800-2023,,Government Spending,,
1867,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1867,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1867,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1867,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1867,Income tax1,LIBR-MS62,6.0,5,PublicFinances1800-2023,,Tax Receipts,,
1867,"Index, base year = 100",MM23,10.1,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1867,Land and Assessed Taxes,,4.0,5,PublicFinances1800-2023,,Tax Receipts,,
1867,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1867,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1061.0,393,PublicFinances1800-2023,,Economic Indicators,,
1867,Nominal GDP (£m)3,Nominal GDP (£m)3,1056.0,355,PublicFinances1800-2023,,Economic Indicators,,
1867,Other Central Government Receipts6,Residual,6.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1867,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1867,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Public sector gross investment4,JW2Z + JW2S,6.0,-,PublicFinances1800-2023,,PublicFinances - Other,,
1867,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",3.0,21,PublicFinances1800-2023,,Fiscal Position,,
1867,Public sector net debt (PSND)2,Public sector net debt (PSND)2,798.0,508,PublicFinances1800-2023,,Fiscal Position,,
1867,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1867,Stamp duties,GTBC,10.0,3,PublicFinances1800-2023,,Tax Receipts,,
1867,Total Central Government spending1,ANLP + ANNS + NSRN,77.0,50,PublicFinances1800-2023,,Government Spending,,
1867,Unit,Source dataset ID,1867.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1867,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1867,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1867,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1867,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1868,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1868,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,42.0,18,PublicFinances1800-2023,,Tax Receipts,,
1868,Death duties/Inheritance tax,ACCH,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1868,Defence5,,26.0,32,PublicFinances1800-2023,,Government Spending,,
1868,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1868,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1868,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1868,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1868,Income tax1,LIBR-MS62,9.0,5,PublicFinances1800-2023,,Tax Receipts,,
1868,"Index, base year = 100",MM23,10.0,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1868,Land and Assessed Taxes,,4.0,5,PublicFinances1800-2023,,Tax Receipts,,
1868,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1868,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1082.0,393,PublicFinances1800-2023,,Economic Indicators,,
1868,Nominal GDP (£m)3,Nominal GDP (£m)3,1070.0,355,PublicFinances1800-2023,,Economic Indicators,,
1868,Other Central Government Receipts6,Residual,7.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1868,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1868,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Public sector gross investment4,JW2Z + JW2S,6.0,-,PublicFinances1800-2023,,PublicFinances - Other,,
1868,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",2.0,21,PublicFinances1800-2023,,Fiscal Position,,
1868,Public sector net debt (PSND)2,Public sector net debt (PSND)2,797.0,508,PublicFinances1800-2023,,Fiscal Position,,
1868,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1868,Stamp duties,GTBC,9.0,3,PublicFinances1800-2023,,Tax Receipts,,
1868,Total Central Government spending1,ANLP + ANNS + NSRN,106.0,50,PublicFinances1800-2023,,Government Spending,,
1868,Unit,Source dataset ID,1868.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1868,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1868,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1868,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1868,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1869,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1869,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,44.0,18,PublicFinances1800-2023,,Tax Receipts,,
1869,Death duties/Inheritance tax,ACCH,5.0,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1869,Defence5,,22.0,32,PublicFinances1800-2023,,Government Spending,,
1869,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1869,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1869,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1869,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1869,Income tax1,LIBR-MS62,10.0,5,PublicFinances1800-2023,,Tax Receipts,,
1869,"Index, base year = 100",MM23,9.5,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1869,Land and Assessed Taxes,,5.0,5,PublicFinances1800-2023,,Tax Receipts,,
1869,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1869,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1142.0,393,PublicFinances1800-2023,,Economic Indicators,,
1869,Nominal GDP (£m)3,Nominal GDP (£m)3,1106.0,355,PublicFinances1800-2023,,Economic Indicators,,
1869,Other Central Government Receipts6,Residual,7.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1869,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1869,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Public sector gross investment4,JW2Z + JW2S,6.0,-,PublicFinances1800-2023,,PublicFinances - Other,,
1869,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-3.0,21,PublicFinances1800-2023,,Fiscal Position,,
1869,Public sector net debt (PSND)2,Public sector net debt (PSND)2,793.0,508,PublicFinances1800-2023,,Fiscal Position,,
1869,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1869,Stamp duties,GTBC,4.0,3,PublicFinances1800-2023,,Tax Receipts,,
1869,Total Central Government spending1,ANLP + ANNS + NSRN,105.0,50,PublicFinances1800-2023,,Government Spending,,
1869,Unit,Source dataset ID,1869.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1869,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1869,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
1869,o/w non-pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1869,o/w pensioners,,,-,PublicFinances1800-2023,,Government Spending,,
1870,Business rates,CUKY,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Corporation tax (profits taxes prior to 1966-67)2,CPRN,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Council Tax (community charge and domestic rates prior to 1993),NMHM,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Current spending3,JW2Q,,-,PublicFinances1800-2023,,Government Spending,,
1870,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,43.0,18,PublicFinances1800-2023,,Tax Receipts,,
1870,Death duties/Inheritance tax,ACCH,5.0,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Debt Interest9,NMFX,27.0,14,PublicFinances1800-2023,,PublicFinances - Other,,
1870,Defence5,,22.0,32,PublicFinances1800-2023,,Government Spending,,
1870,Education8,,,-,PublicFinances1800-2023,,Government Spending,,
1870,Energy profits levy,JIS6,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1870,Gas Levy3,,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1870,Health6,,,-,PublicFinances1800-2023,,Government Spending,,
1870,Income tax1,LIBR-MS62,6.0,5,PublicFinances1800-2023,,Tax Receipts,,
1870,"Index, base year = 100",MM23,9.5,13.5,PublicFinances1800-2023,,PublicFinances - Other,,
1870,Land and Assessed Taxes,,3.0,5,PublicFinances1800-2023,,Tax Receipts,,
1870,License fee receipts,DH7A,,-,PublicFinances1800-2023,,PublicFinances - Other,,
1870,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",1222.0,393,PublicFinances1800-2023,,Economic Indicators,,
1870,Nominal GDP (£m)3,Nominal GDP (£m)3,1181.0,355,PublicFinances1800-2023,,Economic Indicators,,
1870,Other Central Government Receipts6,Residual,8.0,3,PublicFinances1800-2023,,PublicFinances - Other,,
1870,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023,,Government Spending,,
1870,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Petroleum royalties3,,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Public sector gross investment4,JW2Z + JW2S,7.0,-,PublicFinances1800-2023,,PublicFinances - Other,,
1870,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-2.0,21,PublicFinances1800-2023,,Fiscal Position,,
1870,Public sector net debt (PSND)2,Public sector net debt (PSND)2,788.0,508,PublicFinances1800-2023,,Fiscal Position,,
1870,Social Security7,,,-,PublicFinances1800-2023,,Government Spending,,
1870,Stamp duties,GTBC,4.0,3,PublicFinances1800-2023,,Tax Receipts,,
1870,Total Central Government spending1,ANLP + ANNS + NSRN,98.0,50,PublicFinances1800-2023,,Government Spending,,
1870,Unit,Source dataset ID,1870.0,1800,PublicFinances1800-2023,,PublicFinances - Other,,
1870,VAT (Purchase tax prior to 1973)4,NZGF,,-,PublicFinances1800-2023,,Tax Receipts,,
1870,Years,Years,,1800-01,PublicFinances1800-2023,,PublicFinances - Other,,
